resume_text,job_description,label
"Java, HTML, Linux, C++, Azure, React, Kubernetes","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, AWS, Python, Git, React","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"React, CSS, HTML, C++, Kubernetes, Git, SQL","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Git, HTML, AWS, Python, Azure, JavaScript","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Linux, Java, React, Azure, Docker","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Azure, Python, Kubernetes, AWS","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Azure, Java, Kubernetes, JavaScript","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"CSS, React, Docker, Python, AWS, Azure","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"C++, SQL, Machine Learning, Docker, Git","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"AWS, Git, HTML, Python","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Docker, React, Deep Learning, CSS, Python, Data Analysis, AWS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Deep Learning, Azure, Data Analysis, React","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"React, JavaScript, Docker, Deep Learning","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Python, Machine Learning, C++, Docker","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Azure, Docker, Python, Kubernetes, React, Java, CSS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Data Analysis, JavaScript, Machine Learning, C++, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Azure, Kubernetes, SQL, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Data Analysis, Machine Learning, HTML, C++, Python","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"CSS, Machine Learning, AWS, Kubernetes, SQL, Git","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"C++, React, HTML, Git, Linux, SQL","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"CSS, AWS, C++, Kubernetes, JavaScript, Linux","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Deep Learning, CSS, Azure, Linux, Machine Learning, Node.js, HTML","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Docker, React, Java, Node.js, C++, JavaScript, Data Analysis","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Machine Learning, CSS, Node.js, HTML, Java","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Kubernetes, Linux, AWS, Python","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Azure, JavaScript, Java, React","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Linux, Data Analysis, Azure, Git, HTML, Machine Learning, SQL","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Data Analysis, React, Azure, Node.js, Linux, SQL, JavaScript","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, Python, Kubernetes, React, Machine Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"C++, Data Analysis, Linux, CSS, React","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Docker, SQL, Azure, Python, HTML, Deep Learning","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"AWS, JavaScript, Python, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Git, SQL, Java, Deep Learning, Python, Node.js, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Deep Learning, C++, React, JavaScript, Docker","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Linux, React, Deep Learning, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"React, Docker, Git, AWS, Azure","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Git, CSS, Docker, SQL, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Java, AWS, C++, Linux, CSS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Git, Java, Node.js, Kubernetes, JavaScript","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"AWS, C++, Node.js, CSS, Git, Java, Linux","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, Java, Data Analysis, Deep Learning","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Git, AWS, Kubernetes, Linux","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, Python, HTML, Java, Git, JavaScript, Data Analysis","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"C++, Docker, HTML, Node.js, AWS, Linux, Kubernetes","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Git, HTML, Machine Learning, SQL, C++, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Node.js, React, Linux, Machine Learning, Deep Learning, SQL, JavaScript","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Linux, HTML, SQL, React","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Git, Deep Learning, Machine Learning, Python, Linux, Azure, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"CSS, Data Analysis, AWS, React, SQL, Git, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Python, Node.js, CSS, Linux, HTML, Kubernetes","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Linux, Kubernetes, C++, React","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"React, Linux, Docker, Git","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Docker, JavaScript, HTML, Linux, Python, Node.js, Data Analysis","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"React, Java, Data Analysis, Machine Learning, JavaScript","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Git, Data Analysis, Linux, Kubernetes, JavaScript","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Linux, JavaScript, Node.js, Java, SQL, Data Analysis, AWS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Git, Docker, SQL, Machine Learning, Linux, React, CSS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Azure, Data Analysis, CSS, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Java, SQL, AWS, Data Analysis, Deep Learning, CSS, Azure","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Data Analysis, SQL, Azure, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"HTML, Docker, Machine Learning, Kubernetes, SQL","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Kubernetes, C++, Node.js, Docker, SQL, HTML","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"SQL, Java, Docker, Linux, Deep Learning, Machine Learning, React","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Machine Learning, Azure, JavaScript, SQL","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Docker, Linux, Deep Learning, JavaScript","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, React, Docker, Git","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, Kubernetes, Deep Learning, Node.js, Linux, CSS, AWS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Deep Learning, Data Analysis, HTML, CSS, SQL, Azure","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"C++, Java, AWS, Deep Learning, JavaScript","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Data Analysis, CSS, Python, C++","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Java, SQL, Python, React","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Deep Learning, Linux, Docker, JavaScript, Node.js, Git, Data Analysis","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"SQL, Java, CSS, Python","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Java, CSS, Azure, AWS, Git","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Machine Learning, Deep Learning, Java, Linux","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"AWS, React, Data Analysis, HTML, Machine Learning, Python, Docker","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"Azure, CSS, JavaScript, Docker, Node.js, Kubernetes, Java","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Linux, Git, Docker, Node.js, Data Analysis, Java, AWS","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Python, Git, CSS, React, Deep Learning, Kubernetes, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"AWS, C++, Kubernetes, Machine Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Linux, Azure, Node.js, Kubernetes, Data Analysis, C++, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"React, Linux, Data Analysis, SQL, Git, Docker","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Docker, Linux, Python, JavaScript, Kubernetes, C++, HTML","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"AWS, Python, Deep Learning, SQL","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Docker, Java, C++, Linux, CSS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"C++, Linux, Node.js, React, Python, Docker","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Docker, Node.js, Python, React, C++","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"AWS, Azure, Docker, Java, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Kubernetes, C++, SQL, JavaScript","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, CSS, Deep Learning, Azure","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Node.js, Java, Deep Learning, Python","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Java, Docker, Machine Learning, SQL, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"C++, Docker, JavaScript, Git, React","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Azure, Machine Learning, Python, Java, HTML, Deep Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"CSS, React, Git, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Machine Learning, JavaScript, Node.js, Data Analysis, HTML, Linux, SQL","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"CSS, Java, Docker, Data Analysis, AWS, Azure","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Machine Learning, Python, Linux, JavaScript, Azure","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Docker, React, Java, Python","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"C++, Data Analysis, SQL, Node.js, Linux, Deep Learning, Docker","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Kubernetes, JavaScript, Deep Learning, Node.js","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Git, Java, Linux, Azure, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Data Analysis, Docker, Git, HTML, Deep Learning, Java, SQL","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Deep Learning, Azure, Python, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Java, SQL, Git, React, Python","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"C++, Python, HTML, Data Analysis, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Deep Learning, React, Node.js, Data Analysis, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, SQL, JavaScript, React, AWS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Git, C++, Linux, JavaScript","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"AWS, Java, JavaScript, Deep Learning, Linux","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"React, AWS, Git, CSS, C++, Docker, SQL","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Data Analysis, Docker, AWS, HTML, Azure, React, Git","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Python, HTML, Node.js, Git, C++, Docker","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"SQL, React, Kubernetes, Linux, Node.js, Azure, Deep Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Docker, Java, SQL, Git, HTML, JavaScript","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Python, Git, Machine Learning, Kubernetes, React, Java, JavaScript","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Git, Kubernetes, Node.js, Python, CSS, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"JavaScript, Azure, SQL, Deep Learning, HTML","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Linux, Java, HTML, React, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Machine Learning, Data Analysis, Docker, HTML","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Data Analysis, Git, Java, Kubernetes, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"React, Git, SQL, CSS, Deep Learning, HTML, Node.js","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Python, C++, Node.js, Machine Learning, Azure, Docker, Git","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"Python, Docker, Node.js, CSS, Deep Learning, Azure, JavaScript","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Machine Learning, Data Analysis, CSS, Docker, JavaScript, SQL, HTML","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Git, Java, SQL, React, Deep Learning, AWS, Azure","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Data Analysis, Java, Kubernetes, Deep Learning, Python","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"SQL, Python, JavaScript, Machine Learning, Java, C++, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"AWS, Python, HTML, Kubernetes, Linux, Node.js, Data Analysis","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Deep Learning, AWS, Kubernetes, Python, Azure, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Java, AWS, Python, React","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Deep Learning, AWS, Kubernetes, CSS","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"CSS, AWS, Python, Java, SQL, Data Analysis","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"AWS, SQL, Data Analysis, Linux, C++, React, HTML","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Kubernetes, AWS, Git, Node.js","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"React, JavaScript, Python, Deep Learning, C++","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"JavaScript, Linux, Azure, Java, React, Data Analysis, Deep Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"React, Deep Learning, Git, Docker, Java","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Azure, JavaScript, C++, AWS, HTML, SQL","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"SQL, Node.js, Git, React, Kubernetes, Linux, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"CSS, HTML, React, Python, SQL","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Kubernetes, HTML, AWS, Git, SQL, C++","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"SQL, C++, Java, Git, AWS, Linux, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"C++, React, Git, Deep Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Data Analysis, CSS, Deep Learning, Machine Learning, React, JavaScript","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Docker, C++, Data Analysis, Machine Learning, Node.js, Kubernetes","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Deep Learning, Data Analysis, Docker, React, AWS, Linux","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Git, Kubernetes, JavaScript, SQL, C++, Python, React","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"C++, Node.js, React, HTML, JavaScript, CSS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Java, HTML, SQL, JavaScript, React, Deep Learning","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"CSS, Linux, SQL, AWS, Azure","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"C++, Machine Learning, CSS, React, HTML","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Linux, Kubernetes, Data Analysis, HTML, AWS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Git, AWS, Kubernetes, Linux, Data Analysis","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Java, Azure, Docker, Git, Node.js, AWS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Git, Node.js, Machine Learning, C++, AWS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, Docker, Azure, AWS, React, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Python, Azure, Machine Learning, CSS, Data Analysis, JavaScript","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Machine Learning, Azure, C++, Node.js, React, Python, Git","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"Linux, CSS, Data Analysis, Node.js, C++, AWS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Machine Learning, Azure, JavaScript, AWS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, CSS, Linux, JavaScript, Data Analysis, AWS","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Java, Node.js, CSS, Docker","Looking for Backend Developer with skills: Java, SQL, Docker, Git",1
"Git, Docker, C++, Deep Learning, JavaScript, Java, Kubernetes","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Node.js, Machine Learning, Kubernetes, Docker, C++","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Java, Azure, Deep Learning, Kubernetes","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"AWS, C++, HTML, Python, Machine Learning, React, Linux","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"SQL, Deep Learning, Machine Learning, HTML, Linux, CSS, Azure","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"JavaScript, Data Analysis, Docker, Deep Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Azure, React, Java, Node.js, Python, CSS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"JavaScript, React, Node.js, Git, Data Analysis, Docker, Java","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Kubernetes, AWS, HTML, Git, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"CSS, HTML, Git, JavaScript, C++","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"AWS, React, JavaScript, HTML","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"CSS, Deep Learning, Docker, Python, Kubernetes, HTML, Node.js","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Java, Git, Node.js, CSS, Docker, Python, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Azure, HTML, Python, Machine Learning, C++, AWS, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, Azure, Linux, Git, Deep Learning, CSS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Kubernetes, CSS, Deep Learning, Data Analysis, AWS, SQL, Git","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Machine Learning, CSS, Git, Linux, Azure, Deep Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Docker, HTML, C++, CSS, Python, Java, Azure","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"React, Linux, Kubernetes, Azure, Data Analysis, Deep Learning","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Deep Learning, React, Machine Learning, Node.js, Linux, Kubernetes, AWS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"Git, React, Python, CSS","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Azure, Data Analysis, Kubernetes, CSS, Deep Learning, Linux","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"React, Data Analysis, HTML, Kubernetes","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Java, Python, React, Kubernetes, Machine Learning, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Linux, Java, Node.js, Azure, C++, SQL","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Node.js, HTML, Python, CSS, Git, Linux, Azure","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"C++, Node.js, Machine Learning, SQL, Git","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Azure, Machine Learning, Kubernetes, Docker, Data Analysis","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"C++, AWS, Azure, HTML, Python","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"CSS, Deep Learning, Git, Linux, Azure, Kubernetes","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Machine Learning, Java, JavaScript, Deep Learning, CSS","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Java, AWS, Machine Learning, Node.js, Python, Kubernetes","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"C++, Data Analysis, Docker, Deep Learning, CSS, Node.js, Machine Learning","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Deep Learning, Git, Java, HTML, Azure, Linux","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"React, Linux, Data Analysis, Git, Docker, SQL, AWS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Azure, CSS, Data Analysis, C++","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"C++, Kubernetes, CSS, Python, Java, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Git, CSS, Java, Deep Learning, Node.js","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Machine Learning, Linux, C++, Azure, Python, Java","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"CSS, React, Git, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Python, AWS, Deep Learning, Azure","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"Deep Learning, Kubernetes, C++, CSS, Data Analysis, Java","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Python, Java, CSS, Data Analysis, SQL, React, HTML","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",1
"Deep Learning, Docker, JavaScript, Node.js, Linux, Python","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Deep Learning, Python, HTML, JavaScript, Docker, SQL","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Deep Learning, Python, Linux, SQL","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Data Analysis, Linux, Docker, Git, CSS, SQL, Deep Learning","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Node.js, Azure, Deep Learning, Git","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"AWS, Git, Deep Learning, Java","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, CSS, Node.js, AWS, Linux, Python","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Azure, JavaScript, C++, React","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"Java, SQL, Node.js, CSS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"HTML, React, Data Analysis, Deep Learning, Linux, C++, SQL","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Node.js, HTML, Machine Learning, Docker, CSS","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"C++, Linux, HTML, Azure, Data Analysis, Docker, Machine Learning","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"CSS, C++, Python, Machine Learning","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Python, C++, Linux, Azure, React, Deep Learning, Docker","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Java, Kubernetes, SQL, JavaScript","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"Docker, Node.js, CSS, Machine Learning, Data Analysis, Linux, Deep Learning","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Machine Learning, JavaScript, Kubernetes, Data Analysis","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
"React, HTML, Linux, Git","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",0
"React, Python, Data Analysis, Kubernetes, Azure, Docker","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"Docker, Git, React, Data Analysis","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"SQL, Machine Learning, React, Azure, Python","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"Deep Learning, Linux, CSS, Python","Looking for Backend Developer with skills: Java, SQL, Docker, Git",0
"AWS, Git, Docker, Machine Learning, HTML, CSS","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",1
"Git, Java, Azure, Deep Learning, C++, React","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"SQL, Deep Learning, CSS, Azure, JavaScript, HTML, Machine Learning","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",1
"AWS, Linux, Kubernetes, Deep Learning, Java, JavaScript","Looking for Frontend Developer with skills: HTML, CSS, JavaScript, React",0
"HTML, Docker, Kubernetes, C++, Node.js, AWS, Machine Learning","Looking for DevOps Engineer with skills: Docker, Kubernetes, AWS, Linux",1
"Machine Learning, Deep Learning, AWS, CSS","Looking for Data Scientist with skills: Python, Machine Learning, SQL, Data Analysis",0
"Java, Azure, Machine Learning, C++","Looking for AI Engineer with skills: Python, Deep Learning, Machine Learning",0
