id,cv_id,jd_id,cv_text,jd_text,label,job_category
867,CV_0867,JD_061,"Junior Network Engineer with 4+ years of experience. Proficient in Git, System Design, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 7+ years experience in Agile, Python, Data Structures, Java, System Design. Bachelor's degree required.",0,Network Engineer
1355,CV_1355,JD_264,"Junior Data Analyst with 9+ years of experience. Proficient in Python, Power BI, Statistics, SQL. Strong problem-solving and communication skills.","We are hiring Junior Data Analyst. Requirements: 4+ years experience in SQL, Excel, Tableau, Power BI. Bachelor's degree required.",1,Data Analyst
847,CV_0847,JD_443,"Mid-level Network Engineer with 7+ years of experience. Proficient in Algorithms, Python, Agile, Git. Strong problem-solving and communication skills.","We are hiring Mid-level Network Engineer. Requirements: 7+ years experience in Agile, System Design, Git, Java. Bachelor's degree required.",1,Network Engineer
796,CV_0796,JD_444,"Mid-level Fullstack Developer with 7+ years of experience. Proficient in Git, Algorithms, Java, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Fullstack Developer. Requirements: 5+ years experience in Python, Git, Agile, System Design, Java. Bachelor's degree required.",1,Fullstack Developer
1345,CV_1345,JD_126,"Senior Backend Developer with 7+ years of experience. Proficient in Python, Spring Boot, SQL. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 6+ years experience in SQL, REST APIs, Python. Bachelor's degree required.",1,Backend Developer
1991,CV_1991,JD_432,"Senior Business Analyst with 4+ years of experience. Proficient in Python, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 5+ years experience in Java, Data Structures, Git, Agile. Bachelor's degree required.",1,Business Analyst
2308,CV_2308,JD_441,"Junior Network Engineer with 8+ years of experience. Proficient in Python, Algorithms, Git, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 6+ years experience in Django, Python, Microservices, Spring Boot, SQL. Bachelor's degree required.",0,Network Engineer
2250,CV_2250,JD_388,"Junior Software Engineer with 2+ years of experience. Proficient in Agile, System Design, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 6+ years experience in System Design, Python, Java, Data Structures, Git. Bachelor's degree required.",1,Software Engineer
2088,CV_2088,JD_187,"Junior Database Administrator with 3+ years of experience. Proficient in Git, Data Structures, System Design, Algorithms, Python. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 7+ years experience in Algorithms, Python, Java. Bachelor's degree required.",0,Database Administrator
1085,CV_1085,JD_233,"Senior Security Engineer with 9+ years of experience. Proficient in Java, Data Structures, Algorithms, System Design, Python. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 5+ years experience in Java, Python, System Design, Data Structures, Agile. Bachelor's degree required.",0,Security Engineer
1315,CV_1315,JD_394,"Senior Backend Developer with 6+ years of experience. Proficient in Spring Boot, Microservices, Java, Django, SQL. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 4+ years experience in REST APIs, SQL, Java, Python, Django. Bachelor's degree required.",1,Backend Developer
1633,CV_1633,JD_031,"Senior System Administrator with 9+ years of experience. Proficient in Java, Python, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 3+ years experience in Git, Data Structures, System Design, Algorithms, Python. Bachelor's degree required.",1,System Administrator
767,CV_0767,JD_278,"Senior Data Analyst with 8+ years of experience. Proficient in Excel, SQL, Statistics, Power BI, Data Visualization. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 5+ years experience in SQL, Python, Statistics, Tableau, Excel. Bachelor's degree required.",1,Data Analyst
1253,CV_1253,JD_061,"Junior Network Engineer with 7+ years of experience. Proficient in System Design, Algorithms, Data Structures, Java. Strong problem-solving and communication skills.","We are hiring Junior Network Engineer. Requirements: 5+ years experience in Algorithms, Data Structures, Agile, System Design. Bachelor's degree required.",1,Network Engineer
267,CV_0267,JD_171,"Mid-level Backend Developer with 9+ years of experience. Proficient in SQL, Java, REST APIs, Django, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Product Manager. Requirements: 3+ years experience in User Research, JIRA, Product Strategy, Agile. Bachelor's degree required.",0,Backend Developer
1786,CV_1786,JD_160,"Junior DevOps Engineer with 2+ years of experience. Proficient in Git, Jenkins, Kubernetes, CI/CD. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 4+ years experience in Linux, AWS, Jenkins, Kubernetes. Bachelor's degree required.",1,DevOps Engineer
1054,CV_1054,JD_448,"Senior Backend Developer with 4+ years of experience. Proficient in Node.js, Django, Java, Python. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 3+ years experience in Node.js, Python, Java. Bachelor's degree required.",1,Backend Developer
1383,CV_1383,JD_162,"Mid-level QA Engineer with 9+ years of experience. Proficient in Python, System Design, Agile, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 3+ years experience in System Design, Algorithms, Java, Git. Bachelor's degree required.",1,QA Engineer
1039,CV_1039,JD_289,"Junior DevOps Engineer with 8+ years of experience. Proficient in Jenkins, AWS, Kubernetes. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 4+ years experience in CI/CD, Jenkins, Git. Bachelor's degree required.",1,DevOps Engineer
558,CV_0558,JD_438,"Junior Fullstack Developer with 5+ years of experience. Proficient in Algorithms, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 6+ years experience in Git, Algorithms, Java, Python. Bachelor's degree required.",0,Fullstack Developer
547,CV_0547,JD_324,"Senior Data Scientist with 8+ years of experience. Proficient in TensorFlow, SQL, R, Statistics. Strong problem-solving and communication skills.","We are hiring Senior Data Scientist. Requirements: 5+ years experience in PyTorch, SQL, TensorFlow. Bachelor's degree required.",1,Data Scientist
599,CV_0599,JD_003,"Senior Business Analyst with 3+ years of experience. Proficient in System Design, Data Structures, Git, Python, Java. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 6+ years experience in Java, Data Structures, Git, Python. Bachelor's degree required.",1,Business Analyst
1180,CV_1180,JD_066,"Junior UI/UX Designer with 6+ years of experience. Proficient in Python, Agile, Data Structures, Algorithms, Git. Strong problem-solving and communication skills.","We are hiring Junior System Administrator. Requirements: 7+ years experience in Agile, Java, Python. Bachelor's degree required.",0,UI/UX Designer
937,CV_0937,JD_216,"Junior Frontend Developer with 6+ years of experience. Proficient in Angular, HTML5, TypeScript, Vue.js. Strong problem-solving and communication skills.","We are hiring Junior QA Engineer. Requirements: 6+ years experience in Data Structures, System Design, Git, Algorithms. Bachelor's degree required.",0,Frontend Developer
253,CV_0253,JD_462,"Mid-level Data Engineer with 8+ years of experience. Proficient in Git, Python, Algorithms, System Design, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Data Engineer. Requirements: 5+ years experience in Data Structures, System Design, Java. Bachelor's degree required.",1,Data Engineer
1336,CV_1336,JD_301,"Senior Product Manager with 9+ years of experience. Proficient in Analytics, JIRA, Scrum. Strong problem-solving and communication skills.","We are hiring Senior Product Manager. Requirements: 4+ years experience in Agile, Scrum, User Research, Analytics, Roadmapping. Bachelor's degree required.",1,Product Manager
1204,CV_1204,JD_081,"Junior Product Manager with 9+ years of experience. Proficient in Agile, Scrum, Roadmapping, Analytics. Strong problem-solving and communication skills.","We are hiring Junior Product Manager. Requirements: 4+ years experience in Scrum, Roadmapping, User Research, Analytics, JIRA. Bachelor's degree required.",1,Product Manager
2220,CV_2220,JD_119,"Mid-level Data Analyst with 8+ years of experience. Proficient in Python, Statistics, SQL. Strong problem-solving and communication skills.","We are hiring Mid-level Data Analyst. Requirements: 7+ years experience in Data Visualization, Excel, SQL, Python, Power BI. Bachelor's degree required.",1,Data Analyst
246,CV_0246,JD_397,"Mid-level Business Analyst with 2+ years of experience. Proficient in System Design, Java, Python, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 3+ years experience in Agile, Data Structures, Algorithms. Bachelor's degree required.",1,Business Analyst
1913,CV_1913,JD_459,"Mid-level Mobile Developer with 4+ years of experience. Proficient in Java, Git, Python, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Mobile Developer. Requirements: 7+ years experience in System Design, Java, Git. Bachelor's degree required.",1,Mobile Developer
1505,CV_1505,JD_021,"Mid-level QA Engineer with 3+ years of experience. Proficient in System Design, Git, Java, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 7+ years experience in Agile, Git, Python, Algorithms, Data Structures. Bachelor's degree required.",1,QA Engineer
2175,CV_2175,JD_258,"Senior Backend Developer with 6+ years of experience. Proficient in REST APIs, Java, Node.js, Django. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 7+ years experience in Java, Spring Boot, Python, SQL, REST APIs. Bachelor's degree required.",1,Backend Developer
480,CV_0480,JD_194,"Senior Security Engineer with 3+ years of experience. Proficient in Data Structures, System Design, Git, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Security Engineer. Requirements: 5+ years experience in Git, Algorithms, Python. Bachelor's degree required.",1,Security Engineer
564,CV_0564,JD_047,"Junior Business Analyst with 7+ years of experience. Proficient in Algorithms, Data Structures, Java. Strong problem-solving and communication skills.","We are hiring Junior Business Analyst. Requirements: 7+ years experience in Agile, Algorithms, System Design, Git. Bachelor's degree required.",1,Business Analyst
1854,CV_1854,JD_402,"Senior Business Analyst with 4+ years of experience. Proficient in Data Structures, System Design, Java. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 3+ years experience in Python, Git, Java, Data Structures, System Design. Bachelor's degree required.",0,Business Analyst
2376,CV_2376,JD_451,"Junior Software Engineer with 4+ years of experience. Proficient in Agile, Algorithms, Python, System Design, Git. Strong problem-solving and communication skills.","We are hiring Junior Software Engineer. Requirements: 2+ years experience in Data Structures, Git, Agile. Bachelor's degree required.",1,Software Engineer
1236,CV_1236,JD_090,"Mid-level Business Analyst with 3+ years of experience. Proficient in Agile, Algorithms, Data Structures, Git, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 5+ years experience in Python, Data Structures, Git, Java. Bachelor's degree required.",1,Business Analyst
1801,CV_1801,JD_403,"Senior Backend Developer with 9+ years of experience. Proficient in Java, Python, Microservices, REST APIs, Spring Boot. Strong problem-solving and communication skills.","We are hiring Senior Backend Developer. Requirements: 6+ years experience in SQL, Python, Node.js, Spring Boot, Java. Bachelor's degree required.",1,Backend Developer
2039,CV_2039,JD_107,"Junior Data Analyst with 5+ years of experience. Proficient in Power BI, Python, Statistics, Data Visualization, Tableau. Strong problem-solving and communication skills.","We are hiring Junior Data Analyst. Requirements: 2+ years experience in Tableau, Python, Data Visualization, Excel, SQL. Bachelor's degree required.",1,Data Analyst
562,CV_0562,JD_418,"Senior Cloud Architect with 6+ years of experience. Proficient in Agile, System Design, Java, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 2+ years experience in Algorithms, Java, Data Structures. Bachelor's degree required.",1,Cloud Architect
1375,CV_1375,JD_238,"Junior Data Engineer with 5+ years of experience. Proficient in Agile, System Design, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 7+ years experience in System Design, Java, Git, Python. Bachelor's degree required.",1,Data Engineer
2086,CV_2086,JD_438,"Mid-level Database Administrator with 9+ years of experience. Proficient in Agile, Data Structures, Algorithms, Java, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 3+ years experience in Git, Data Structures, Agile, Python, Java. Bachelor's degree required.",1,Database Administrator
1620,CV_1620,JD_370,"Junior DevOps Engineer with 9+ years of experience. Proficient in Jenkins, Git, Kubernetes. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 3+ years experience in Linux, Terraform, Jenkins, Git, AWS. Bachelor's degree required.",1,DevOps Engineer
103,CV_0103,JD_277,"Junior Frontend Developer with 8+ years of experience. Proficient in JavaScript, React, Angular, HTML5. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 5+ years experience in Python, System Design, Git, Algorithms, Java. Bachelor's degree required.",0,Frontend Developer
468,CV_0468,JD_447,"Junior Backend Developer with 5+ years of experience. Proficient in SQL, Spring Boot, Microservices, Django, Python. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 3+ years experience in Spring Boot, Node.js, REST APIs, SQL, Django. Bachelor's degree required.",1,Backend Developer
16,CV_0016,JD_037,"Senior Data Scientist with 2+ years of experience. Proficient in Python, SQL, PyTorch. Strong problem-solving and communication skills.","We are hiring Senior Data Scientist. Requirements: 4+ years experience in Machine Learning, R, Python. Bachelor's degree required.",1,Data Scientist
805,CV_0805,JD_475,"Senior Business Analyst with 2+ years of experience. Proficient in Agile, Java, Git, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 7+ years experience in System Design, Agile, Algorithms, Data Structures, Java. Bachelor's degree required.",0,Business Analyst
529,CV_0529,JD_333,"Mid-level Data Scientist with 8+ years of experience. Proficient in PyTorch, TensorFlow, SQL, R, Data Visualization. Strong problem-solving and communication skills.","We are hiring Mid-level Data Scientist. Requirements: 6+ years experience in TensorFlow, SQL, Machine Learning. Bachelor's degree required.",1,Data Scientist
1377,CV_1377,JD_452,"Junior Frontend Developer with 3+ years of experience. Proficient in Vue.js, JavaScript, React, Angular. Strong problem-solving and communication skills.","We are hiring Junior Frontend Developer. Requirements: 2+ years experience in Angular, TypeScript, React. Bachelor's degree required.",1,Frontend Developer
1832,CV_1832,JD_168,"Senior Frontend Developer with 4+ years of experience. Proficient in JavaScript, CSS3, HTML5. Strong problem-solving and communication skills.","We are hiring Senior Frontend Developer. Requirements: 7+ years experience in JavaScript, CSS3, TypeScript, React, Vue.js. Bachelor's degree required.",1,Frontend Developer
1194,CV_1194,JD_420,"Junior Database Administrator with 8+ years of experience. Proficient in Python, Agile, Git. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 6+ years experience in System Design, Algorithms, Python, Agile. Bachelor's degree required.",1,Database Administrator
1494,CV_1494,JD_209,"Junior Data Engineer with 6+ years of experience. Proficient in Agile, Python, Git, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 5+ years experience in Microservices, Node.js, SQL, REST APIs, Python. Bachelor's degree required.",0,Data Engineer
1384,CV_1384,JD_315,"Senior Product Manager with 9+ years of experience. Proficient in Roadmapping, Product Strategy, Agile. Strong problem-solving and communication skills.","We are hiring Senior Product Manager. Requirements: 3+ years experience in User Research, Scrum, JIRA. Bachelor's degree required.",1,Product Manager
157,CV_0157,JD_494,"Senior Security Engineer with 2+ years of experience. Proficient in Python, Git, Data Structures, Agile. Strong problem-solving and communication skills.","We are hiring Senior Security Engineer. Requirements: 6+ years experience in Python, Java, Agile. Bachelor's degree required.",1,Security Engineer
69,CV_0069,JD_483,"Junior Project Manager with 5+ years of experience. Proficient in Java, Agile, Algorithms, System Design, Data Structures. Strong problem-solving and communication skills.","We are hiring Junior Project Manager. Requirements: 7+ years experience in Agile, Java, Data Structures, Algorithms, System Design. Bachelor's degree required.",1,Project Manager
1500,CV_1500,JD_066,"Junior Backend Developer with 2+ years of experience. Proficient in Node.js, Java, Spring Boot. Strong problem-solving and communication skills.","We are hiring Junior Backend Developer. Requirements: 7+ years experience in SQL, Django, Spring Boot, REST APIs, Java. Bachelor's degree required.",1,Backend Developer
1320,CV_1320,JD_169,"Junior QA Engineer with 7+ years of experience. Proficient in Data Structures, Python, Agile, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior QA Engineer. Requirements: 6+ years experience in System Design, Git, Agile, Python, Data Structures. Bachelor's degree required.",1,QA Engineer
663,CV_0663,JD_157,"Senior Software Engineer with 5+ years of experience. Proficient in Algorithms, Java, Git, System Design, Agile. Strong problem-solving and communication skills.","We are hiring Senior Business Analyst. Requirements: 4+ years experience in System Design, Git, Algorithms, Java. Bachelor's degree required.",0,Software Engineer
401,CV_0401,JD_251,"Senior Database Administrator with 7+ years of experience. Proficient in Java, System Design, Agile, Git. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 3+ years experience in Algorithms, Git, Agile, Data Structures, Java. Bachelor's degree required.",1,Database Administrator
1442,CV_1442,JD_390,"Mid-level DevOps Engineer with 4+ years of experience. Proficient in Kubernetes, Git, Jenkins. Strong problem-solving and communication skills.","We are hiring Mid-level DevOps Engineer. Requirements: 2+ years experience in Docker, Kubernetes, Git, AWS. Bachelor's degree required.",1,DevOps Engineer
1223,CV_1223,JD_089,"Junior UI/UX Designer with 8+ years of experience. Proficient in Python, Java, Algorithms. Strong problem-solving and communication skills.","We are hiring Junior UI/UX Designer. Requirements: 4+ years experience in Data Structures, System Design, Git, Agile, Algorithms. Bachelor's degree required.",1,UI/UX Designer
908,CV_0908,JD_280,"Mid-level Business Analyst with 3+ years of experience. Proficient in Agile, Python, Java, Git, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 2+ years experience in Algorithms, System Design, Data Structures. Bachelor's degree required.",1,Business Analyst
1426,CV_1426,JD_232,"Mid-level Data Scientist with 3+ years of experience. Proficient in SQL, Statistics, PyTorch, Machine Learning, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Software Engineer. Requirements: 3+ years experience in Java, Git, Python. Bachelor's degree required.",0,Data Scientist
1707,CV_1707,JD_460,"Senior QA Engineer with 9+ years of experience. Proficient in Python, Data Structures, Agile, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Senior QA Engineer. Requirements: 7+ years experience in Agile, Data Structures, Java. Bachelor's degree required.",1,QA Engineer
467,CV_0467,JD_396,"Senior Machine Learning Engineer with 2+ years of experience. Proficient in Data Structures, Git, Java. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 4+ years experience in Data Structures, Java, Algorithms. Bachelor's degree required.",1,Machine Learning Engineer
1454,CV_1454,JD_169,"Junior System Administrator with 3+ years of experience. Proficient in Data Structures, Python, Java, System Design, Git. Strong problem-solving and communication skills.","We are hiring Junior System Administrator. Requirements: 7+ years experience in System Design, Data Structures, Git, Algorithms. Bachelor's degree required.",1,System Administrator
2249,CV_2249,JD_291,"Mid-level Fullstack Developer with 7+ years of experience. Proficient in Git, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Data Analyst. Requirements: 3+ years experience in Data Visualization, SQL, Tableau, Statistics. Bachelor's degree required.",0,Fullstack Developer
1782,CV_1782,JD_353,"Junior DevOps Engineer with 9+ years of experience. Proficient in Kubernetes, Git, Jenkins, CI/CD, Docker. Strong problem-solving and communication skills.","We are hiring Junior DevOps Engineer. Requirements: 4+ years experience in Terraform, Linux, CI/CD, Kubernetes. Bachelor's degree required.",1,DevOps Engineer
147,CV_0147,JD_156,"Mid-level System Administrator with 8+ years of experience. Proficient in Agile, Python, Git, Data Structures, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level System Administrator. Requirements: 4+ years experience in Data Structures, System Design, Python, Algorithms, Agile. Bachelor's degree required.",1,System Administrator
853,CV_0853,JD_089,"Junior Machine Learning Engineer with 6+ years of experience. Proficient in System Design, Git, Python, Agile. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 4+ years experience in System Design, Python, Git, Algorithms. Bachelor's degree required.",1,Machine Learning Engineer
1990,CV_1990,JD_306,"Junior Project Manager with 9+ years of experience. Proficient in Git, Java, Agile. Strong problem-solving and communication skills.","We are hiring Junior Project Manager. Requirements: 3+ years experience in Java, Data Structures, Git, Python. Bachelor's degree required.",1,Project Manager
983,CV_0983,JD_007,"Senior Software Engineer with 4+ years of experience. Proficient in Agile, System Design, Python, Algorithms. Strong problem-solving and communication skills.","We are hiring Senior Software Engineer. Requirements: 7+ years experience in Python, System Design, Data Structures. Bachelor's degree required.",1,Software Engineer
830,CV_0830,JD_126,"Mid-level UI/UX Designer with 9+ years of experience. Proficient in Java, Data Structures, Algorithms, Python, Agile. Strong problem-solving and communication skills.","We are hiring Mid-level UI/UX Designer. Requirements: 7+ years experience in Java, Git, System Design. Bachelor's degree required.",1,UI/UX Designer
1031,CV_1031,JD_445,"Junior Machine Learning Engineer with 3+ years of experience. Proficient in Data Structures, System Design, Algorithms, Git. Strong problem-solving and communication skills.","We are hiring Junior Machine Learning Engineer. Requirements: 2+ years experience in Algorithms, Java, Agile. Bachelor's degree required.",1,Machine Learning Engineer
1243,CV_1243,JD_279,"Senior QA Engineer with 6+ years of experience. Proficient in Python, Algorithms, Data Structures, Git. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 5+ years experience in Git, System Design, Python. Bachelor's degree required.",0,QA Engineer
930,CV_0930,JD_483,"Mid-level Database Administrator with 9+ years of experience. Proficient in Git, Data Structures, Python, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Mid-level Database Administrator. Requirements: 3+ years experience in Java, Git, Algorithms, System Design, Python. Bachelor's degree required.",1,Database Administrator
613,CV_0613,JD_342,"Mid-level System Administrator with 7+ years of experience. Proficient in Git, Algorithms, Agile, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Backend Developer. Requirements: 4+ years experience in Microservices, SQL, REST APIs, Spring Boot, Django. Bachelor's degree required.",0,System Administrator
1318,CV_1318,JD_392,"Senior Machine Learning Engineer with 5+ years of experience. Proficient in System Design, Agile, Algorithms, Java. Strong problem-solving and communication skills.","We are hiring Senior Network Engineer. Requirements: 2+ years experience in Java, System Design, Algorithms. Bachelor's degree required.",0,Machine Learning Engineer
4,CV_0004,JD_271,"Mid-level Data Analyst with 8+ years of experience. Proficient in Tableau, SQL, Statistics, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Data Analyst. Requirements: 7+ years experience in SQL, Tableau, Data Visualization, Statistics. Bachelor's degree required.",1,Data Analyst
1790,CV_1790,JD_232,"Mid-level Mobile Developer with 4+ years of experience. Proficient in Java, Git, Agile, Python. Strong problem-solving and communication skills.","We are hiring Mid-level Data Engineer. Requirements: 2+ years experience in System Design, Python, Git, Algorithms, Agile. Bachelor's degree required.",0,Mobile Developer
1742,CV_1742,JD_178,"Junior Database Administrator with 2+ years of experience. Proficient in Algorithms, Data Structures, Python, Java, System Design. Strong problem-solving and communication skills.","We are hiring Junior Database Administrator. Requirements: 4+ years experience in Data Structures, Agile, System Design, Git. Bachelor's degree required.",1,Database Administrator
2332,CV_2332,JD_421,"Senior Frontend Developer with 8+ years of experience. Proficient in HTML5, JavaScript, React, Angular. Strong problem-solving and communication skills.","We are hiring Senior Machine Learning Engineer. Requirements: 3+ years experience in Data Structures, Algorithms, Java, Git, Python. Bachelor's degree required.",0,Frontend Developer
552,CV_0552,JD_324,"Mid-level QA Engineer with 2+ years of experience. Proficient in Data Structures, Java, Python. Strong problem-solving and communication skills.","We are hiring Mid-level QA Engineer. Requirements: 4+ years experience in Data Structures, Agile, System Design, Git, Python. Bachelor's degree required.",1,QA Engineer
2044,CV_2044,JD_293,"Junior Data Analyst with 6+ years of experience. Proficient in Power BI, Statistics, Tableau, Excel. Strong problem-solving and communication skills.","We are hiring Junior Data Analyst. Requirements: 7+ years experience in Excel, Statistics, Python, SQL, Tableau. Bachelor's degree required.",1,Data Analyst
1024,CV_1024,JD_423,"Mid-level Project Manager with 9+ years of experience. Proficient in Java, System Design, Agile, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Mid-level Project Manager. Requirements: 2+ years experience in Algorithms, Java, Python. Bachelor's degree required.",1,Project Manager
1468,CV_1468,JD_362,"Senior Data Scientist with 2+ years of experience. Proficient in SQL, Machine Learning, Data Visualization. Strong problem-solving and communication skills.","We are hiring Senior System Administrator. Requirements: 4+ years experience in Data Structures, Git, Python, Algorithms, System Design. Bachelor's degree required.",0,Data Scientist
2001,CV_2001,JD_206,"Senior Product Manager with 7+ years of experience. Proficient in Product Strategy, User Research, Analytics, Agile. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 7+ years experience in Git, Python, Agile, Java, Algorithms. Bachelor's degree required.",0,Product Manager
1636,CV_1636,JD_106,"Senior Cloud Architect with 4+ years of experience. Proficient in Java, Python, System Design. Strong problem-solving and communication skills.","We are hiring Senior Cloud Architect. Requirements: 4+ years experience in Algorithms, Git, Java, Data Structures. Bachelor's degree required.",1,Cloud Architect
1364,CV_1364,JD_194,"Senior Database Administrator with 4+ years of experience. Proficient in Java, Data Structures, Agile, Python. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 7+ years experience in System Design, Git, Python, Java. Bachelor's degree required.",1,Database Administrator
372,CV_0372,JD_078,"Senior Data Analyst with 8+ years of experience. Proficient in Excel, Power BI, Statistics, Data Visualization. Strong problem-solving and communication skills.","We are hiring Senior Data Analyst. Requirements: 3+ years experience in SQL, Python, Tableau, Power BI. Bachelor's degree required.",1,Data Analyst
2356,CV_2356,JD_233,"Junior Data Engineer with 8+ years of experience. Proficient in Java, Python, Agile, System Design. Strong problem-solving and communication skills.","We are hiring Junior Data Engineer. Requirements: 4+ years experience in Data Structures, Python, Git, System Design, Algorithms. Bachelor's degree required.",1,Data Engineer
2148,CV_2148,JD_372,"Mid-level Fullstack Developer with 8+ years of experience. Proficient in Python, System Design, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Fullstack Developer. Requirements: 2+ years experience in System Design, Git, Python. Bachelor's degree required.",1,Fullstack Developer
1863,CV_1863,JD_111,"Senior Fullstack Developer with 3+ years of experience. Proficient in Algorithms, Python, Data Structures, Java. Strong problem-solving and communication skills.","We are hiring Senior Fullstack Developer. Requirements: 4+ years experience in Algorithms, Python, System Design. Bachelor's degree required.",1,Fullstack Developer
2377,CV_2377,JD_433,"Senior Database Administrator with 3+ years of experience. Proficient in Agile, Data Structures, Algorithms, System Design. Strong problem-solving and communication skills.","We are hiring Senior Database Administrator. Requirements: 4+ years experience in Data Structures, System Design, Agile, Algorithms. Bachelor's degree required.",1,Database Administrator
1057,CV_1057,JD_422,"Junior Cloud Architect with 9+ years of experience. Proficient in System Design, Agile, Algorithms, Data Structures, Python. Strong problem-solving and communication skills.","We are hiring Junior Cloud Architect. Requirements: 2+ years experience in Java, Python, Agile, Algorithms, Data Structures. Bachelor's degree required.",1,Cloud Architect
975,CV_0975,JD_143,"Junior Mobile Developer with 3+ years of experience. Proficient in Data Structures, Python, Agile, Git, Java. Strong problem-solving and communication skills.","We are hiring Junior Mobile Developer. Requirements: 3+ years experience in Data Structures, System Design, Java, Algorithms. Bachelor's degree required.",1,Mobile Developer
1763,CV_1763,JD_319,"Senior Data Engineer with 2+ years of experience. Proficient in Python, Algorithms, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 7+ years experience in Python, Data Structures, System Design, Java, Agile. Bachelor's degree required.",1,Data Engineer
1216,CV_1216,JD_463,"Mid-level Cloud Architect with 6+ years of experience. Proficient in Python, Data Structures, Algorithms, Agile, Java. Strong problem-solving and communication skills.","We are hiring Mid-level Business Analyst. Requirements: 5+ years experience in Algorithms, Python, Agile. Bachelor's degree required.",0,Cloud Architect
572,CV_0572,JD_206,"Senior Data Engineer with 9+ years of experience. Proficient in System Design, Algorithms, Python, Agile, Data Structures. Strong problem-solving and communication skills.","We are hiring Senior UI/UX Designer. Requirements: 5+ years experience in System Design, Python, Agile. Bachelor's degree required.",0,Data Engineer
1654,CV_1654,JD_046,"Senior Data Engineer with 2+ years of experience. Proficient in System Design, Agile, Python, Git. Strong problem-solving and communication skills.","We are hiring Senior Data Engineer. Requirements: 4+ years experience in Data Structures, System Design, Python. Bachelor's degree required.",1,Data Engineer
